pl_name,disc_year,discoverymethod
"K2-190 b",2018,"Transit"
"TOI-1839 c",2026,"Transit"
"WASP-186 b",2020,"Transit"
"TOI-4552 b",2026,"Transit"
"TOI-261.01",2021,"Transit"
"TOI-1054.01",2021,"Transit"
"K2-402 b",2022,"Transit"
"K2-117 c",2017,"Transit"
"HD 18742 b",2011,"Radial Velocity"
"Kepler-873 b",2016,"Transit"
"TOI-3837 b",2025,"Transit"
"K2-407 b",2022,"Transit"
"K2-380 b",2022,"Transit"
"Kepler-1297 b",2016,"Transit"
"Kepler-80 f",2016,"Transit"
"Kepler-113 c",2014,"Transit"
"K2-384 d",2022,"Transit"
"Wendelstein-1 b",2020,"Transit"
"HATS-17 b",2016,"Transit"
"TOI-3894 b",2024,"Transit"
"Kepler-1016 b",2016,"Transit"
"WASP-68 b",2014,"Transit"
"HAT-P-56 b",2015,"Transit"
"K2-408 b",2022,"Transit"
"K2-384 e",2022,"Transit"
"K2-395 b",2022,"Transit"
"K2-395 c",2022,"Transit"
"HIP 55507 b",2022,"Radial Velocity"
"WASP-79 b",2012,"Transit"
"K2-386 b",2022,"Transit"
"K2-396 b",2022,"Transit"
"OGLE-2019-BLG-0299L b",2021,"Microlensing"
"TOI-883 b",2026,"Transit"
"TOI-3896 b",2026,"Transit"
"TOI-5380 b",2026,"Transit"
"TOI-6677 b",2026,"Transit"
"K2-409 b",2022,"Transit"
"Kepler-1651 b",2017,"Transit"
"Kepler-1354 b",2016,"Transit"
"HD 100546 b",2014,"Imaging"
"HD 158996 b",2018,"Radial Velocity"
"Kepler-610 b",2016,"Transit"
"Kepler-1053 b",2016,"Transit"
"Kepler-1932 b",2021,"Transit"
"Kepler-340 c",2014,"Transit"
"Kepler-940 b",2016,"Transit"
"Kepler-524 c",2016,"Transit"
"Kepler-534 c",2021,"Transit"
"Kepler-647 b",2016,"Transit"
"K2-390 b",2022,"Transit"
"Kepler-130 b",2014,"Transit"
"Kepler-1955 b",2021,"Transit"
"K2-154 b",2018,"Transit"
"K2-392 b",2022,"Transit"
"K2-393 b",2022,"Transit"
"K2-391 b",2022,"Transit"
"Kepler-537 b",2016,"Transit"
"Kepler-1546 b",2016,"Transit"
"HD 106515 A b",2012,"Radial Velocity"
"Kepler-1030 b",2016,"Transit"
"TOI-205 b",2026,"Transit"
"TOI-5614 b",2026,"Transit"
"TOI-3785 b",2023,"Transit"
"HATS-13 b",2015,"Transit"
"WASP-47 e",2015,"Transit"
"TOI-4379 b",2024,"Transit"
"K2-28 b",2016,"Transit"
"GJ 9066 c",2020,"Radial Velocity"
"HD 155918 b",2022,"Radial Velocity"
"Kepler-1866 b",2021,"Transit"
"TOI-4582 b",2023,"Transit"
"TOI-2274 b",2024,"Transit"
"TOI-5153 b",2022,"Transit"
"HATS-67 b",2018,"Transit"
"TOI-4145 A b",2023,"Transit"
"TOI-1269 b",2024,"Transit"
"WASP-178 b",2019,"Transit"
"HD 25463 b",2023,"Transit"
"HD 73583 b",2022,"Transit"
"HD 73583 c",2022,"Transit"
"Kepler-633 c",2021,"Transit"
"KMT-2021-BLG-0240L b",2022,"Microlensing"
"Kepler-397 c",2014,"Transit"
"Kepler-781 b",2016,"Transit"
"Kepler-1021 b",2016,"Transit"
"Gaia-1 b",2022,"Transit"
"Gaia-2 b",2022,"Transit"
"K2-366 b",2022,"Transit"
"K2-232 b",2018,"Transit"
"Kepler-1952 b",2021,"Transit"
"Kepler-216 c",2014,"Transit"
"HD 153950 b",2008,"Radial Velocity"
"Kepler-1431 b",2016,"Transit"
"GJ 806 c",2023,"Radial Velocity"
"WASP-42 b",2012,"Transit"
"TOI-1775 b",2024,"Transit"
"TOI-2796 b",2023,"Transit"
"GJ 849 b",2006,"Radial Velocity"
"TOI-2136 b",2022,"Transit"
"HATS-31 b",2016,"Transit"
"TOI-2427 b",2022,"Transit"
"HIP 94235 b",2022,"Transit"
"Wolf 503 b",2018,"Transit"
"Kepler-1514 c",2020,"Transit"
"K2-368 b",2022,"Transit"
"TOI-1670 c",2022,"Transit"
"TOI-880.02",2024,"Transit"
"WASP-123 b",2016,"Transit"
"EPIC 246851721 b",2018,"Transit"
"TOI-1268 b",2022,"Transit"
"TOI-6130 b",2024,"Transit"
"TRAPPIST-1 c",2016,"Transit"
"TOI-1269 c",2026,"Transit"
"TRAPPIST-1 f",2017,"Transit"
"Kepler-396 b",2013,"Transit"
"K2-376 b",2022,"Transit"
"KMT-2019-BLG-1367L b",2023,"Microlensing"
"TOI-500 c",2022,"Radial Velocity"
"GJ 514 b",2022,"Radial Velocity"
"K2-34 b",2016,"Transit"
"K2-43 c",2019,"Transit"
"EPIC 206317286 c",2022,"Transit"
"TOI-1683.01",2024,"Transit"
"TOI-5143 c",2025,"Transit"
"K2-396 c",2022,"Transit"
"HD 34445 f",2017,"Radial Velocity"
"AB Aur b",2022,"Imaging"
"TOI-620 b",2022,"Transit"
"mu2 Sco b",2022,"Imaging"
"WASP-184 b",2019,"Transit"
"TOI-3976 A b",2023,"Transit"
"HD 156846 b",2007,"Radial Velocity"
"Kepler-399 c",2014,"Transit"
"Kepler-1802 b",2021,"Transit"
"K2-375 b",2022,"Transit"
"TOI-431 c",2021,"Radial Velocity"
"TOI-451 c",2020,"Transit"
"TOI-451 d",2020,"Transit"
"PDS 70 c",2019,"Imaging"
"WASP-171 b",2019,"Transit"
"HATS-42 b",2018,"Transit"
"WASP-151 b",2017,"Transit"
"HD 168443 c",2000,"Radial Velocity"
"HD 168443 b",1998,"Radial Velocity"
"HD 169830 b",2000,"Radial Velocity"
"HIP 8541 b",2016,"Radial Velocity"
"WASP-130 b",2016,"Transit"
"Kepler-1099 b",2016,"Transit"
"Kepler-289 b",2014,"Transit"
"HIP 56640 b",2021,"Radial Velocity"
"HD 181234 b",2019,"Radial Velocity"
"HIP 90988 b",2021,"Radial Velocity"
"KOI-94 c",2013,"Transit"
"TOI-3629 b",2022,"Transit"
"TOI-1696 b",2022,"Transit"
"HD 169830 c",2003,"Radial Velocity"
"Kepler-1863 b",2021,"Transit"
"GJ 3929 b",2022,"Transit"
"CoRoT-36 b",2022,"Transit"
"KOINTREAU-1 b",2026,"Imaging"
"WASP-29 b",2010,"Transit"
"HD 221416 b",2019,"Transit"
"TOI-1466 b",2026,"Transit"
"TIC 24750448 b",2026,"Transit"
"TIC 65612701 b",2026,"Transit"
"TIC 86380416 b",2026,"Transit"
"Kepler-970 b",2016,"Transit"
"Kepler-475 b",2016,"Transit"
"Kepler-1836 b",2021,"Transit"
"HD 11343 c",2022,"Radial Velocity"
"HD 140901 b",2022,"Radial Velocity"
"TOI-2081 b",2022,"Transit"
"Kepler-385 b",2014,"Transit"
"EPIC 201238110 b",2019,"Transit"
"Kepler-691 b",2016,"Transit"
"K2-381 c",2022,"Transit"
"HD 33142 b",2011,"Radial Velocity"
"Kepler-332 b",2014,"Transit"
"Kepler-1041 b",2016,"Transit"
"Kepler-1578 b",2016,"Transit"
"Kepler-1966 b",2021,"Transit"
"KMT-2021-BLG-1689L b",2022,"Microlensing"
"Kepler-819 b",2016,"Transit"
"Kepler-887 c",2016,"Transit"
"Kepler-306 d",2014,"Transit"
"Kepler-177 c",2013,"Transit"
"Kepler-635 b",2016,"Transit"
"Kepler-1083 b",2016,"Transit"
"Kepler-79 d",2014,"Transit"
"Kepler-195 c",2014,"Transit"
"Kepler-1661 b",2020,"Transit"
"HATS-25 b",2016,"Transit"
"HD 33142 c",2018,"Radial Velocity"
"HD 156279 b",2011,"Radial Velocity"
"HD 27894 b",2005,"Radial Velocity"
"Kepler-212 b",2014,"Transit"
"Kepler-195 b",2014,"Transit"
"K2-83 c",2016,"Transit"
"Kepler-24 d",2014,"Transit"
"Kepler-15 b",2011,"Transit"
"Kepler-83 d",2014,"Transit"
"Kepler-143 c",2014,"Transit"
"Kepler-1116 b",2016,"Transit"
"HD 141399 d",2014,"Radial Velocity"
"TOI-1718 b",2026,"Transit"
"Kepler-159 c",2014,"Transit"
"HD 184010 d",2022,"Radial Velocity"
"KOI-7913 b",2022,"Transit"
"Kepler-54 d",2014,"Transit"
"YZ Cet d",2017,"Radial Velocity"
"Kepler-1608 b",2016,"Transit"
"Kepler-152 b",2014,"Transit"
"HD 125612 b",2007,"Radial Velocity"
"Kepler-1641 c",2016,"Transit"
"K2-45 b",2016,"Transit"
"HD 68475 b",2026,"Radial Velocity"
"TrES-3 b",2007,"Transit"
"Kepler-968 c",2016,"Transit"
"HD 23472 c",2019,"Transit"
"WASP-105 b",2017,"Transit"
"WASP-91 b",2017,"Transit"
"HD 62364 c",2022,"Radial Velocity"
"GJ 3222 b",2022,"Radial Velocity"
"Kepler-1463 b",2016,"Transit"
"Kepler-712 c",2016,"Transit"
"Kepler-1948 b",2021,"Transit"
"Kepler-146 c",2014,"Transit"
"Kepler-711 b",2016,"Transit"
"Kepler-1080 b",2016,"Transit"
"WASP-113 b",2016,"Transit"
"Kepler-248 c",2014,"Transit"
"HD 133131 A c",2016,"Radial Velocity"
"Kepler-1319 b",2016,"Transit"
"Kepler-678 b",2016,"Transit"
"Kepler-1535 b",2016,"Transit"
"Kepler-39 b",2011,"Transit"
"Kepler-1532 b",2016,"Transit"
"Kepler-808 b",2016,"Transit"
"KELT-10 b",2016,"Transit"
"WASP-119 b",2016,"Transit"
"WASP-69 b",2014,"Transit"
"WASP-94 A b",2014,"Transit"
"TOI-682.01",2021,"Transit"
"HD 23472 d",2022,"Transit"
"HD 23472 f",2022,"Transit"
"Kepler-335 c",2014,"Transit"
"HD 168863 b",2022,"Radial Velocity"
"LP 890-9 b",2022,"Transit"
"TIC 161045582 b",2026,"Transit"
"TIC 198190129 b",2026,"Transit"
"TIC 294329732 b",2026,"Transit"
"Kepler-94 c",2014,"Radial Velocity"
"14 And b",2008,"Radial Velocity"
"TOI-5174 b",2022,"Transit"
"Kepler-966 b",2016,"Transit"
"EPIC 220492298 b",2021,"Transit"
"HATS-28 b",2016,"Transit"
"HATS-29 b",2016,"Transit"
"WASP-54 b",2012,"Transit"
"HD 63935 b",2021,"Transit"
"TOI-1820 b",2022,"Transit"
"TOI-2158 b",2022,"Transit"
"HD 184010 b",2022,"Radial Velocity"
"HD 184010 c",2022,"Radial Velocity"
"Kepler-260 c",2014,"Transit"
"Kepler-140 c",2014,"Transit"
"HATS-15 b",2016,"Transit"
"TOI-2128 b",2024,"Transit"
"MASCARA-1 b",2017,"Transit"
"Kepler-14 b",2011,"Transit"
"K2-24 c",2016,"Transit"
"WASP-129 b",2016,"Transit"
"WASP-124 b",2016,"Transit"
"TOI-5160 b",2026,"Transit"
"Kepler-941 b",2016,"Transit"
"Kepler-85 c",2012,"Transit"
"Kepler-734 b",2016,"Transit"
"GJ 2030 b",2022,"Radial Velocity"
"KELT-9 b",2017,"Transit"
"NGTS-1 b",2017,"Transit"
"HIP 21152 b",2022,"Imaging"
"TOI-1260 b",2021,"Transit"
"Kepler-599 b",2016,"Transit"
"HATS-52 b",2017,"Transit"
"HATS-53 b",2017,"Transit"
"WASP-139 b",2016,"Transit"
"WASP-142 b",2016,"Transit"
"Kepler-1203 b",2016,"Transit"
"TOI-969 c",2022,"Radial Velocity"
"47 UMa c",2001,"Radial Velocity"
"61 Vir d",2009,"Radial Velocity"
"61 Vir b",2009,"Radial Velocity"
"K2-413 c",2022,"Transit"
"K2-414 c",2022,"Transit"
"Kepler-1720 b",2021,"Transit"
"TOI-1260 d",2022,"Transit"
"TOI-1260 c",2021,"Transit"
"TOI-969 b",2022,"Transit"
"HD 147513 b",2003,"Radial Velocity"
"HD 160691 c",2004,"Radial Velocity"
"GJ 1002 b",2022,"Radial Velocity"
"Kepler-1727 b",2021,"Transit"
"ITG 15 b",2024,"Imaging"
"Kepler-531 b",2016,"Transit"
"Kepler-1182 b",2016,"Transit"
"KELT-19 A b",2017,"Transit"
"KELT-21 b",2018,"Transit"
"HD 37124 b",2002,"Radial Velocity"
"Kepler-513 b",2016,"Transit"
"HD 330075 b",2004,"Radial Velocity"
"Kepler-1329 b",2016,"Transit"
"K2-61 b",2016,"Transit"
"Kepler-825 c",2016,"Transit"
"Kepler-382 b",2014,"Transit"
"K2-165 c",2018,"Transit"
"WASP-138 b",2016,"Transit"
"XO-6 b",2016,"Transit"
"Qatar-3 b",2017,"Transit"
"HD 114082 b",2022,"Radial Velocity"
"55 Cnc d",2002,"Radial Velocity"
"Kepler-1191 b",2016,"Transit"
"Kepler-1891 b",2021,"Transit"
"WASP-53 b",2017,"Transit"
"WASP-53 c",2017,"Radial Velocity"
"K2-198 b",2018,"Transit"
"Kepler-1456 b",2016,"Transit"
"Kepler-529 b",2016,"Transit"
"11 UMi b",2009,"Radial Velocity"
"Kepler-835 b",2016,"Transit"
"Kepler-1666 c",2020,"Transit"
"Kepler-690 b",2016,"Transit"
"Kepler-136 b",2014,"Transit"
"Kepler-775 b",2016,"Transit"
"KIC 10068024 b",2021,"Orbital Brightness Modulation"
"HATS-34 b",2016,"Transit"
"HATS-35 b",2016,"Transit"
"WASP-81 b",2017,"Transit"
"Kepler-357 b",2014,"Transit"
"Kepler-23 d",2014,"Transit"
"Kepler-1510 b",2016,"Transit"
"Kepler-1324 b",2016,"Transit"
"KIC 3526061 b",2022,"Radial Velocity"
"Kepler-110 b",2014,"Transit"
"K2-325 b",2020,"Transit"
"Kepler-716 c",2020,"Transit"
"Kepler-1850 b",2021,"Transit"
"HD 163607 b",2010,"Radial Velocity"
"K2-38 b",2016,"Transit"
"K2-38 c",2016,"Transit"
"KELT-1 b",2012,"Transit"
"HATS-50 b",2017,"Transit"
"WASP-153 b",2017,"Transit"
"Kepler-1365 b",2016,"Transit"
"HD 170469 b",2007,"Radial Velocity"
"Kepler-341 d",2014,"Transit"
"Kepler-977 b",2016,"Transit"
"HD 98219 b",2011,"Radial Velocity"
"HAT-P-31 b",2011,"Transit"
"WASP-131 b",2016,"Transit"
"AU Mic e",2025,"Radial Velocity"
"KELT-16 b",2017,"Transit"
"GJ 393 b",2021,"Radial Velocity"
"Kepler-1933 b",2021,"Transit"
"Kepler-1641 b",2016,"Transit"
"GJ 687 b",2014,"Radial Velocity"
"Kepler-23 b",2011,"Transit"
"Kepler-554 b",2016,"Transit"
"HD 159868 c",2012,"Radial Velocity"
"TOI-2525 b",2023,"Transit"
"GJ 1151 c",2023,"Radial Velocity"
"TOI-277 b",2022,"Transit"
"NGTS-23 b",2022,"Transit"
"TOI-700 e",2023,"Transit"
"NGTS-4 b",2019,"Transit"
"TOI-669 b",2023,"Transit"
"Kepler-1331 b",2016,"Transit"
"Kepler-1246 b",2016,"Transit"
"Kepler-287 b",2014,"Transit"
"Kepler-432 c",2015,"Radial Velocity"
"HD 102843 b",2019,"Radial Velocity"
"K2-155 b",2018,"Transit"
"Kepler-162 c",2014,"Transit"
"TOI-1695 b",2022,"Transit"
"TOI-181 b",2023,"Transit"
"TOI-3235 b",2023,"Transit"
"KMT-2021-BLG-2294L b",2022,"Microlensing"
"K2-155 d",2018,"Transit"
"Kepler-1443 b",2016,"Transit"
"Kepler-48 c",2012,"Transit"
"Kepler-138 e",2022,"Transit Timing Variations"
"HD 160691 e",2006,"Radial Velocity"
"HD 3651 b",2003,"Radial Velocity"
"ups And c",1999,"Radial Velocity"
"Kepler-1369 b",2016,"Transit"
"V1298 Tau b",2019,"Transit"
"GJ 1002 c",2022,"Radial Velocity"
"Kepler-138 c",2014,"Transit"
"Kepler-138 b",2014,"Transit"
"KOINTREAU-3 b",2026,"Imaging"
"Kepler-1644 b",2016,"Transit"
"Kepler-1249 b",2016,"Transit"
"WASP-78 b",2012,"Transit"
"WASP-39 b",2011,"Transit"
"WASP-36 b",2011,"Transit"
"HD 191939 d",2020,"Transit"
"TOI-700 c",2020,"Transit"
"TOI-700 b",2020,"Transit"
"TOI-700 d",2020,"Transit"
"KIC 9663113 b",2015,"Transit"
"Kepler-12 b",2011,"Transit"
"HAT-P-24 b",2010,"Transit"
"Kepler-792 b",2016,"Transit"
"Kepler-539 b",2016,"Transit"
"K2-165 d",2018,"Transit"
"Kepler-1254 c",2016,"Transit"
"Kepler-1674 b",2020,"Transit"
"WASP-189 b",2020,"Transit"
"WASP-41 b",2012,"Transit"
"Kepler-255 c",2014,"Transit"
"Kepler-1238 b",2016,"Transit"
"Ross 176 b",2025,"Transit"
"TOI-5422 b",2026,"Transit"
"Kepler-5 b",2009,"Transit"
"WASP-18 c",2019,"Transit Timing Variations"
"TOI-1743 b",2025,"Transit"
"Proxima Cen d",2025,"Radial Velocity"
"HAT-P-2 c",2023,"Radial Velocity"
"HATS-41 b",2018,"Transit"
"Kepler-933 b",2016,"Transit"
"Kepler-1240 b",2016,"Transit"
"K2-80 c",2016,"Transit"
"Kepler-891 b",2016,"Transit"
"Kepler-1605 b",2016,"Transit"
"HD 80913 b",2022,"Radial Velocity"
"TOI-4406 b",2023,"Transit"
"PZ Tel b",2023,"Imaging"
"TOI-2589 b",2023,"Transit"
"Kepler-598 c",2020,"Transit"
"HAT-P-29 b",2011,"Transit"
"Kepler-288 d",2014,"Transit"
"Kepler-264 c",2014,"Transit"
"Kepler-1786 b",2021,"Transit"
"Kepler-1119 b",2016,"Transit"
"Kepler-49 d",2014,"Transit"
"GJ 687 c",2020,"Radial Velocity"
"Kepler-1465 b",2016,"Transit"
"Kepler-1844 b",2021,"Transit"
"Kepler-1036 b",2016,"Transit"
"Kepler-358 b",2014,"Transit"
"TOI-2096 c",2023,"Transit"
"TOI-2096 b",2023,"Transit"
"TOI-4603 b",2023,"Transit"
"HD 169142 b",2023,"Imaging"
"TOI-1811 b",2023,"Transit"
"TOI-2025 b",2022,"Transit"
"Kepler-1179 b",2016,"Transit"
"Kepler-1544 b",2016,"Transit"
"TOI-2152 A b",2023,"Transit"
"Kepler-457 d",2021,"Transit"
"Kepler-868 b",2016,"Transit"
"TOI-2497 b",2023,"Transit"
"Kepler-355 c",2014,"Transit"
"Kepler-1299 b",2016,"Transit"
"Kepler-381 d",2021,"Transit"
"Kepler-1806 b",2021,"Transit"
"Kepler-1570 b",2016,"Transit"
"Kepler-232 c",2014,"Transit"
"KIC 5479689 b",2021,"Orbital Brightness Modulation"
"Kepler-1759 b",2021,"Transit"
"Kepler-225 c",2014,"Transit"
"Kepler-833 b",2016,"Transit"
"Kepler-321 b",2014,"Transit"
"Kepler-973 b",2016,"Transit"
"Kepler-243 b",2014,"Transit"
"Kepler-308 b",2014,"Transit"
"HD 97037 b",2022,"Radial Velocity"
"Kepler-776 b",2016,"Transit"
"TIC 279401253 b",2023,"Transit"
"WASP-103 b",2014,"Transit"
"Kepler-1226 b",2016,"Transit"
"Kepler-1048 b",2016,"Transit"
"WASP-73 b",2014,"Transit"
"HATS-44 b",2018,"Transit"
"HATS-45 b",2018,"Transit"
"Kepler-1260 b",2016,"Transit"
"K2-141 b",2018,"Transit"
"Kepler-367 c",2014,"Transit"
"Kepler-176 e",2016,"Transit"
"Kepler-194 c",2014,"Transit"
"WASP-61 b",2012,"Transit"
"HD 80606 b",2001,"Radial Velocity"
"HAT-P-6 b",2007,"Transit"
"Kepler-465 b",2016,"Transit"
"Kepler-1475 b",2016,"Transit"
"HATS-46 b",2018,"Transit"
"HATS-7 b",2015,"Transit"
"Kepler-1756 b",2021,"Transit"
"Kepler-20 e",2011,"Transit"
"Kepler-102 e",2013,"Transit"
"Kepler-107 d",2014,"Transit"
"Kepler-1960 b",2021,"Transit"
"Kepler-1007 b",2016,"Transit"
"Kepler-659 b",2016,"Transit"
"Kepler-1290 b",2016,"Transit"
"HD 40956 b",2017,"Radial Velocity"
"Kepler-1244 b",2016,"Transit"
"HD 50499 b",2005,"Radial Velocity"
"Kepler-374 b",2014,"Transit"
"2MASS J22501512+2325342 b",2018,"Imaging"
"HAT-P-15 b",2010,"Transit"
"K2-12 b",2015,"Transit"
"Kepler-78 b",2013,"Transit"
"Kepler-1420 b",2016,"Transit"
"WASP-58 b",2012,"Transit"
"K2-136 d",2017,"Transit"
"K2-415 b",2023,"Transit"
"TOI-733 b",2023,"Transit"
"HAT-P-23 b",2010,"Transit"
"HAT-P-57 b",2015,"Transit"
"KELT-15 b",2016,"Transit"
"HAT-P-17 b",2010,"Transit"
"HD 114386 b",2003,"Radial Velocity"
"HAT-P-17 c",2010,"Radial Velocity"
"HAT-P-4 b",2007,"Transit"
"Kepler-20 c",2011,"Transit"
"WASP-71 b",2012,"Transit"
"HD 15337 c",2019,"Transit"
"K2-136 c",2017,"Transit"
"Kepler-68 d",2013,"Radial Velocity"
"HD 80653 b",2020,"Transit"
"HD 3167 c",2016,"Transit"
"HD 3167 b",2016,"Transit"
"HD 3167 d",2017,"Radial Velocity"
"HAT-P-49 b",2014,"Transit"
"HD 147873 c",2016,"Radial Velocity"
"Kepler-857 b",2016,"Transit"
"HATS-12 b",2016,"Transit"
"EPIC 211945201 b",2018,"Transit"
"K2-188 c",2018,"Transit"
"K2-108 b",2017,"Transit"
"Kepler-1025 b",2016,"Transit"
"Kepler-1666 b",2020,"Transit"
"Kepler-1924 b",2021,"Transit"
"K2-127 b",2017,"Transit"
"WASP-144 b",2018,"Transit"
"Kepler-107 e",2014,"Transit"
"Kepler-68 b",2013,"Transit"
"Kepler-997 b",2016,"Transit"
"HD 99109 b",2005,"Radial Velocity"
"WASP-158 b",2018,"Transit"
"WASP-145 A b",2018,"Transit"
"WASP-159 b",2018,"Transit"
"HD 89345 b",2018,"Transit"
"CoRoT-20 c",2018,"Radial Velocity"
"NGTS-2 b",2018,"Transit"
"Kepler-1562 b",2016,"Transit"
"K2-117 b",2017,"Transit"
"Kepler-1110 b",2016,"Transit"
"HD 153557 b",2022,"Radial Velocity"
"Kepler-1170 b",2016,"Transit"
"WASP-162 b",2018,"Transit"
"WASP-172 b",2018,"Transit"
"Kepler-392 b",2014,"Transit"
"K2-188 b",2018,"Transit"
"Kepler-324 e",2021,"Transit"
"Kepler-194 b",2014,"Transit"
"Kepler-157 d",2016,"Transit"
"Kepler-323 c",2014,"Transit"
"Kepler-236 c",2014,"Transit"
"LHS 3154 b",2023,"Radial Velocity"
"Kepler-664 b",2016,"Transit"
"HATS-9 b",2015,"Transit"
"Kepler-157 c",2014,"Transit"
"Kepler-947 b",2016,"Transit"
"Kepler-758 e",2016,"Transit"
"Kepler-679 b",2016,"Transit"
"WASP-147 b",2018,"Transit"
"Kepler-1907 c",2021,"Transit"
"Kepler-934 b",2016,"Transit"
"Kepler-102 c",2014,"Transit"
"Kepler-102 b",2014,"Transit"
"Kepler-1521 b",2016,"Transit"
"Kepler-189 c",2014,"Transit"
"HD 135344 A b",2025,"Imaging"
"Kepler-107 c",2014,"Transit"
"Kepler-1468 c",2016,"Transit"
"K2-266 b",2018,"Transit"
"Kepler-1371 b",2016,"Transit"
"Kepler-202 c",2014,"Transit"
"K2-266 d",2018,"Transit"
"K2-266 e",2018,"Transit"
"Kepler-271 b",2014,"Transit"
"Kepler-20 f",2011,"Transit"
"Kepler-102 f",2014,"Transit"
"Kepler-122 e",2014,"Transit"
"Kepler-974 b",2016,"Transit"
"GJ 676 A d",2012,"Radial Velocity"
"Kepler-218 b",2014,"Transit"
"NGTS-3 A b",2018,"Transit"
"K2-238 b",2018,"Transit"
"WASP-106 b",2014,"Transit"
"TrES-1 b",2004,"Transit"
"Qatar-1 b",2010,"Transit"
"Kepler-1387 b",2016,"Transit"
"Kepler-234 b",2014,"Transit"
"Kepler-525 b",2016,"Transit"
"CoRoT-20 b",2011,"Transit"
"HD 18438 b",2023,"Radial Velocity"
"Kepler-1205 b",2016,"Transit"
"Kepler-1067 c",2021,"Transit"
"EPIC 201841433 b",2019,"Transit"
"HATS-64 b",2018,"Transit"
"HATS-65 b",2018,"Transit"
"K2-80 b",2016,"Transit"
"Kepler-1222 b",2016,"Transit"
"K2-285 d",2018,"Transit"
"K2-285 e",2018,"Transit"
"HATS-60 b",2018,"Transit"
"Kepler-359 b",2014,"Transit"
"Kepler-1876 b",2021,"Transit"
"Kepler-22 b",2011,"Transit"
"WASP-165 b",2018,"Transit"
"HD 4313 b",2009,"Radial Velocity"
"Kepler-1056 b",2016,"Transit"
"Kepler-1554 b",2016,"Transit"
"HATS-59 b",2018,"Transit"
"TIC 62895484 b",2026,"Transit"
"TIC 188624430 b",2026,"Transit"
"Kepler-1107 b",2016,"Transit"
"HD 457 b",2022,"Radial Velocity"
"HD 112640 b",2020,"Radial Velocity"
"Kepler-1969 b",2021,"Transit"
"Kepler-996 b",2016,"Transit"
"TOI-172 b",2019,"Transit"
"K2-85 b",2016,"Transit"
"Kepler-48 f",2023,"Radial Velocity"
"Kepler-1385 b",2016,"Transit"
"Kepler-8 b",2010,"Transit"
"K2-291 b",2019,"Transit"
"HAT-P-25 b",2010,"Transit"
"GJ 328 c",2023,"Radial Velocity"
"K2-181 b",2018,"Transit"
"Kepler-1039 b",2016,"Transit"
"HATS-69 b",2018,"Transit"
"HATS-68 b",2018,"Transit"
"Kepler-1383 b",2016,"Transit"
"Kepler-800 b",2016,"Transit"
"GJ 4276 b",2019,"Radial Velocity"
"Kepler-1484 b",2016,"Transit"
"WASP-161 b",2018,"Transit"
"Kepler-172 e",2014,"Transit"
"Kepler-1864 b",2021,"Transit"
"HATS-70 b",2019,"Transit"
"K2-36 b",2016,"Transit"
"Kepler-538 b",2016,"Transit"
"K2-36 c",2016,"Transit"
"Kepler-281 d",2021,"Transit"
"HD 1397 b",2018,"Transit"
"Kepler-988 b",2016,"Transit"
"K2-285 b",2018,"Transit"
"Kepler-1694 b",2020,"Transit"
"Kepler-526 b",2016,"Transit"
"Kepler-109 b",2014,"Transit"
"K2-245 b",2018,"Transit"
"Kepler-159 b",2014,"Transit"
"Kepler-859 b",2016,"Transit"
"WASP-140 b",2016,"Transit"
"KMT-2022-BLG-1818L c",2026,"Microlensing"
"K2-18 b",2015,"Transit"
"HAT-P-35 b",2011,"Transit"
"Kepler-208 d",2014,"Transit"
"Kepler-1129 c",2016,"Transit"
"HD 12235 b",2022,"Radial Velocity"
"Kepler-364 b",2014,"Transit"
"Kepler-524 b",2016,"Transit"
"Kepler-221 e",2014,"Transit"
"HD 10180 g",2010,"Radial Velocity"
"HR 8799 d",2008,"Imaging"
"TOI-481 b",2020,"Transit"
"HAT-P-14 b",2010,"Transit"
"Kepler-37 b",2013,"Transit"
"Kepler-1189 b",2016,"Transit"
"Kepler-401 d",2016,"Transit"
"GJ 422 b",2014,"Radial Velocity"
"WASP-164 b",2018,"Transit"
"K2-110 b",2017,"Transit"
"Kepler-563 b",2016,"Transit"
"Kepler-1042 b",2016,"Transit"
"HD 2685 b",2019,"Transit"
"Kepler-25 b",2011,"Transit"
"KELT-23 A b",2019,"Transit"
"TOI-1416 b",2023,"Transit"
"TOI-2498 b",2023,"Transit"
"Kepler-1528 b",2016,"Transit"
"Kepler-1436 b",2016,"Transit"
"GJ 180 c",2014,"Radial Velocity"
"HATS-24 b",2017,"Transit"
"HAT-P-9 b",2008,"Transit"
"HAT-P-36 b",2011,"Transit"
"HD 56414 b",2022,"Transit"
"TOI-2000 c",2023,"Transit"
"TOI-139 b",2023,"Transit"
"Kepler-1621 b",2016,"Transit"
"Kepler-1478 b",2016,"Transit"
"Kepler-203 c",2014,"Transit"
"Kepler-221 b",2014,"Transit"
"NGTS-5 b",2019,"Transit"
"TIC 349520724 b",2026,"Transit"
"Kepler-386 b",2014,"Transit"
"Kepler-1502 b",2016,"Transit"
"Qatar-9 b",2019,"Transit"
"Kepler-1591 b",2016,"Transit"
"Kepler-160 c",2014,"Transit"
"Kepler-1057 b",2016,"Transit"
"Kepler-115 b",2014,"Transit"
"Kepler-527 b",2016,"Transit"
"Kepler-1011 b",2016,"Transit"
"GJ 1061 c",2020,"Radial Velocity"
